cod,descricao
110133,TAMPA DE  BOMBONA 3 LTS
110146,CAIXA GRANDE  POTE 220
110147,CAIXA 24 POTES  250 E 300G
110149,TAMPA 200ML  VERMELHA PÇO  38MM CX 2.500  UNID
110150,TAMPA DE 900ML  SC
110152,POTE DE 1KG
110154,CANELEIRO 20G C/  TAMPA C/  GRAVURA
110155,CANELEIRO  40G  C/ TAMPA C/  GRAVURA
110156,TUBO P/ PIMENTA  20G C/ TAMPA
110157,TUBO P/ PIMENTA  40G C/ TAMPA
110158,SACOS PLASTICOS  10 X 15 X 0.10 -  PP/LISO
110159,SACOS PLASTICOS  12 X 20 X 0.10 -  PP/LISO
110160,SACOS PLASTICOS  20 X 30 X 0.10 -  PP/LISO
110161,SACOS PLASTICOS  25 X 35 X 0.10 -  PP/LISO
110162,SACOS PLASTICOS  35 X 45 X 0.10 -  PP/LISO
110163,SACOS PLASTICOS  40 X 50 X 0.10 -  PP/LISO
110164,SACOS PLASTICOS  40 X 60 X 0.10 -  PP/LISO
110165,SACOS PLASTICOS  50 X 70 X 0.10 -  PP/LISO
110166,SACOS PLASTICOS  50 X 70 X 0.20 -  PP/LISO
110167,SACOS PLASTICOS  55 X 75 X 0.20 -  PP/LISO
110168,SACOS PLASTICOS  9.5 X 12 X 0.10 -  PP/LISO
110169,SACOS PLASTICOS  9.5 X 15 X 0.10 -  PP/LISO
110170,SACOLA SACHÊ  EMPANA
110171,SACOLA SACHE  GUARANA
110172,TAMPA DE 1KG  QUADRADA
110173,TAMPA DE 220ML  (TRANSPARENTE  QUADRADA)
110174,TAMPA DE 220ML  AMARELA  QUADRADA
110175,TAMPA DE 220ML  VERDE QUADRADA
110176,TAMPA DE 220ML  VERMELHA  QUADRADA
110177,TAMPA DE 250ML  AMARELA  REDONDA
110178,TAMPA DE 250ML  TRANSPARENTE  REDONDA
110179,TAMPA 250ML  VERDE REDONDA
110180,TAMPA DE 300ML  BRANCA
110181,TAMPA TUBO  AMARELA
110182,TAMPA TUBO  VERMELHA
110183,BOMBONA 3LT SC  40 UNID
110184,GARRAFA DE  150ML SC 370 UNID
110185,GARRAFA DE  200ML SC 300 UNID
110186,GARRAFA DE 50ML  (BROMIL) CX 500  UNID
110187,GARRAFA DE  900ML SC 100 UNID
110191,SACOS PLASTICOS  9.5 X 10 X 0.10  CONDIMENTOS
110195,CARTELA DE  AÇAFRAO 15G
110196,CARTELA DE  ALECRIM 15G
110197,CARTELA DE ALHO  FRITO 30G
110198,CARTELA DE  ALFAVACA 15G
110199,CARTELA DE  BICARBONATO DE  SODIO 100G
110200,CARTELA DE  BICARBONATO DE  SODIO 30G
110201,CARTELA DE  AMACIANTE DE  CARNE C/E. FINAS  60G
110202,CARTELA DE  CALDO DE BACON  C/E. FINAS 60G
110203,CARTELA DE  CALDO DE CARNE  C/E. FINAS 60G
110204,CARTELA DE  CALDO DE  GALINHA C/E.  FINAS 60G
110205,CARTELA DE  CALDO DE  CAMARAO C/E.  FINAS 60G
110206,CARTELA DE  CALDO DE PEIXE  C/E. FINAS 60G
110207,CARTELA DE  CALDO DE  BACALHAU C/E.  FINAS 60G
110208,CARTELA DE  CANELA EM CASCA  10G
110209,CARTELA DE  CANELA EM PO 10G
110210,CARTELA DE  CEBOLINHA VERDE  DESIDRATADA 20G
110211,CARTELA DE CHIMI  CHURRI 10G
110212,CARTELA DE  COENTRO  DESIDRATADO 10G
110213,CARTELA DE  COENTRO MOIDO  10G
110214,CARTELA DE  COMINHO MOIDO  10G
110215,CARTELA DE  CRAVO DA INDIA  10G
110216,CARTELA DE  CRAVO DA INDIA  EM PO 10G
110217,CARTELA DE  CURRY 15G
110218,CARTELA DE  ERVAS FINAS 10G
110219,CARTELA DE ERVA  DOCE 10G
110220,CARTELA DE  GERGELIM EM  GRAOS 30G
110221,CARTELA DE  LOURO EM FOLHAS  5G
110222,CARTELA DE  LOURO EM FOLHAS  10G
110223,CARTELA DE  LOURO EM PO 10G
110224,CARTELA DE  LEMON PEPPER 20G
110225,CARTELA DE  HORTELA 6G
110226,CARTELA DE  MANJERICAO 10G
110227,CARTELA DE  MANJERONA 6G
110228,CARTELA DE NOZ  MOSCADA MOIDA  5G
110229,CARTELA DE NOZ  MOSCADA BOLA 2  UNIDADES
110230,CARTELA DE  OREGANO 5G
110231,CARTELA DE  OREGANO 20G
110232,CARTELA DE  PAPRICA DOCE 20G
110233,CARTELA DE  PIMENTA  CALABRESA EM  FLOCOS 15G
110234,CARTELA DE  PIMENTA EM  GRAOS 20G
110235,CARTELA DE  PIMENTA DO  REINO MOIDO 20G
110236,CARTELA DE  PIMENTA BRANCA  20G
110237,CARTELA DE  PIMENTA C/  COMINHO  MOIDO  20G
110238,CARTELA DE  SALSA  DESIDRATADA 20G
110239,CARTELA DE  TEMPERO  COMPLETO C/E.  FINAS 60G
110240,CARTELA DE  TEMPERO BAIANO  20G
110241,CARTELA DE  TEMPERO MISTO  20G
110242,CARTELA DE  TOMILHO 10G
110243,CARTELA DE  COLORIFICO  EXTRA 60G
110244,CARTELA DE  COLORIFICO  EXTRA 100G
110245,CARTELA DE  COLORIFICO  EXTRA 200G
110246,CARTELA DE  CONFEITO  CHOCOLATE  GRANULADO 100G
110247,CARTELA DE  CONFEITO  CHOCOLATE  REDONDO 100G
110248,CARTELA DE  CONFEITO  COLORIDO 100G
110249,CARTELA DE  CONFEITO  PRATEADO 100G
110250,CARTELA DE UVA  PASSAS 100G
110251,CARTELA DE UVA  PASSAS 50G
110252,ROTULO DE  COLORIFICO DA  ROÇA 150G
110253,ADESIVO DE  COLORIFICO  NORDESTINO 200G  ROLO
110254,ADESIVO DE  OREGANO 100G
110255,ADESIVO DE  GUARANA EM PO  100G
110256,ROTULO DE ALHO  PICADINHO 180G
110257,ROTULO DE  ALHO/CEBOLA  PICADINHO 180G
110258,ROTULO DE ALHO  PICADINHO C/E.  FINAS 180G
110259,ROTULO DE ALHO  FRITO 100G
110260,ROTULO DE CREME  P/ PAO DE ALHO  TRADICIONAL 200G
110261,ROTULO DE CREME  P/ PAO DE ALHO  PICANTE 200G
110262,ADESIVO DE  TEMPERO  COMPLETO C/  PASTA DE ALHO  380G
110263,ADESIVO DE  REFOGA OREGANO  380G
110264,ADESIVO DE  REFOGA SALSA E  CEBOLINHA 380G
110265,ADESIVO DE  PASTA DE ALHO  380G
110266,ADESIVO DE  TEMPERO  COMPLETO BACON  300G
110267,ADESIVO DE  TEMPERO  COMPLETO GRILL  300G
110268,ADESIVO DE  TEMPERO  COMPLETO  NATURAL 300G
110269,ADESIVO DE  TEMPERO  COMPLETO  OREGANO 300G
110270,ADESIVO DE ALHO  E SAL 300G
110271,ADESIVO DE  TEMPERO  COMPLETO BACON  340G
110272,ADESIVO DE  TEMPERO  COMPLETO GRILL  340G
110273,ADESIVO DE  TEMPERO  COMPLETO  NATURAL 340G
110274,ADESIVO DE  TEMPERO  COMPLETO  PICANTE 340G
110275,ADESIVO DE  TEMPERO  COMPLETO P/  CHURRASCO 500G  ROLO 1.000 UNID
110276,ADESIVO DE SAL  GROSSO C/ ALHO  500G ROLO 1.000  UNID
110277,ADESIVO DE SAL  GROSSO C/E.  FINAS 500G ROLO  1.000 UNID
110278,ADESIVO DE  EMPANA FRANGO  500G
110279,ADESIVO DE  EMPANA CARNE  500G
110280,ADEVISO DE  EMPANA PEIXE  500G ROLO 1.000  UNID
110281,ADESIVO DE  EMPANA TUDO  500G
110282,ADESIVO DE  EMPANA  CAMARAO E  LEGUMES 250G
110283,ADESIVO DE  EMPANA FRANGO  250G ROLO 1.000  UNID
110284,ADESIVO DE  EMPANA CARNE  250G ROLO 1.000  UNID
110285,ADESIVO DE  EMPANA PEIXE  250G ROLO 1.000  UNID
110286,ADESIVO DE  AZEITE DE DENDÊ  150ML
110287,ADESIVO DE  PIMENTA  MALAGUETA  CURTIDA 180G
110288,ADESIVO DE MIX  DE PIMENTAS 170G
110289,ADESIVO DE  PIMENTA  BIQUINHO 150G
110290,ADESIVO DE  PIMENTA DEDO DE  MOÇA 130G
110291,ADESIVO DE  PIMENTA CUMARI  DO PARA 180G
110292,ADESIVO DE  PIMENTA  MALAGUETA 50G  VERMELHA
110293,ADESIVO DE  PIMENTA  MALAGUETA 50G  VERDE
110294,ROTULO DE  MOLHO DE ALHO  C/E. FINAS 150ML
110295,ROTULO DE  MOLHO DE SALSA  150ML
110296,ROTULO DE  MOLHO INGLES  150ML
110297,ROTULO DE  MOLHO DE ALHO  150ML
110298,ROTULO DE  MOLHO SHOYU  150ML
110299,ROTULO DE  MOLHO P/  CHURRASCO 150ML
110300,ROTULO DE  MOLHO ARABE  150ML
110301,ROTULO DE  MOLHO DE  PIMENTA 150ML
110303,ROTULO DE  MOLHO DE ALHO  C/PIMENTA 150ML
110304,ROTULO DE  MOLHO DE  PIMENTA VERDE  150ML
110305,ROTULO DE  MOLHO DE  PIMENTA AMARELA  150ML
110306,ROTULO DE  MOLHO DE CEBOLA  150ML
110307,ROTULO DE  MOLHO P/  GRELHADOS 145ML
110308,ROTULO DE  MOLHO DE ALHO  C/E. FINAS 900ML
110309,ROTULO DE  MOLHO DE SALSA  900ML
110310,ROTULO DE  MOLHO INGLES  900ML
110311,ROTULO DE  MOLHO DE ALHO  900ML
110312,ROTULO DE  MOLHO SHOYU  900ML
110313,ROTULO DE  MOLHO P/  CHURRASCO 900ML
110314,ROTULO DE  MOLHO ARABE  900ML
110315,ROTULO DE  MOLHO DE  PIMENTA 900ML
110316,ROTULO DE  MOLHO DE  PIMENTA  CALABRESA 900ML
110317,ROTULO DE  MOLHO DE ALHO  C/ PIMENTA 900ML
110318,ROTULO DE  MOLHO DE  PIMENTA VERDE  900ML
110319,ROTULO DE  MOLHO DE  PIMENTA AMARELA  900ML
110320,ROTULO DE  MOLHO DE CEBOLA  900ML
110321,ROTULO DE  MOLHO P/  GRELHADOS 900ML
110322,ADESIVO DE  COLORIFICO  EXTRA 500G
110323,ADESIVO DE  COLORIFICO  EXTRA 1KG
110324,ADESIVO DE  COLORIFICO  PRATICO 500G
110325,ADESIVO DE  COLORIFICO  PRATICO 1KG
110326,ADESIVO DE  OREGANO 500G
110327,ADESIVO DE ALHO  E SAL 1KG
110328,ROTULO DE ALHO  PICADINHO 1KG
110329,ROTULO DE  ALHO/CEBOLA  PICADINHO 1KG
110330,ROTULO DE ALHO  PICADINHO C/E.  FINAS 1KG
110331,ADESIVO DE  CREME P/ PAO  TRADICIONAL 1KG
110332,ADESIVO DE  TEMPERO  COMPLETO BACON  1KG
110333,ADESIVO DE  TEMPERO  COMPLETO GRILL  1KG
110334,ADESIVO DE  TEMPERO  COMPLETO  NATURAL 1KG
110335,ADESIVO DE  TEMPERO  COMPLETO  PICANTE 1KG
110336,ADESIVO DE  MOLHO  CONDIMENTADO  PICANTE 3KG
110337,ADESIVO DE  EMPANO P/  CEBOLA COLOSSAL
110338,SACOS PLASTICOS  9.5 X 14 X 0.10 -  PP/LISO
110339,ROTULO DE  MOLHO DE  PIMENTA  CALABRESA 150ML
110340,ROTULO DE  MOLHO DE  PIMENTA VULCÃO  150ML
110341,ADESIVO DE  SUPRASAL 500G
110342,ADESIVO DE  EMPANA PEIXE  250G (REI DO FILÉ)
110343,CLICHÊS
110344,ADESIVOS DE  EMPANA PEIXE  500G (REI DO FILÉ)
110345,ADESIVOS EMPANA  CAMARAO E  LEGUMES 250G  (REI DO FILE)
110346,ROTULO DE ALHO  FRITO 500G (POTE)
110347,ROTULO DE  PIMENTA  CALABRESA 150ML
000012,CONTAS FIXAS
000013,BEM ATIVO
130001,MOTOROLA XT627
130002,CAMINHAO  FURGAO 415  SPRINTER
000014,MANUTENÇÃO DE  ATIVO
140001,RESISTENCIA  TUBOLAR 300W  115V 330MM
140002,BOMBA DE  PARAFUSO.  USADO NO ESTADO
140003,BOMBA DE  PARAFUSO  PEQUENA. USADO  NO ESTADO
140004,TANQUE PULMÃO.  USADO NO ESTADO
140005,TANQUE EM AÇO  INOX. USADO NO  ESTADO
140006,FACA DENTADA  350 X 54 X 2 MM
140007,CORREIA  SINCRONIZADA 24  T 10 560
140008,RODA POMI 254  Z10 POM MR D  25MM
140009,RESISTENCIA  CARTUCHO L 3/8 X  250 X 400W X127V
140010,QD DIST 18-24 S- BAR DISJ PTA  TRANS TIGRE
140011,QD DIST 18-24 S- BAR DISJ PTA  TRANS TIGRE
140012,BARRAM BI 12LIG  80A 440V TIGRE
140013,REJUNTAMENTO  QUARTZOLIT  PORCEL.MARM/GR BRANCO 5KG
140014,REJUNTAMENTO  QUARTZOLIT  PORCEL.MARM/GR BEGE 5KG
140015,REJUNTAMENTO  QUARTZOLIT  PORCEL.MARM/GR CORDA 5KG
140016,REJUNTAMENTO  QUARTZOLIT  PORCEL.MARM/GR MARROM CAFE 5KG
140017,FUNDO NIV CORAL  3.6L
140018,TAMPA 28MM FLIP- TOP RC PRETA C/  SELO B
140019,PISTAO COM ANEL  STD KIA-K2500
140020,BOMBA OLEO  MOTOR KIA-K2500
140021,JOGO JUNTA  COMPLETO COM  RETENTORES KIA- K2500
140022,KIT DE CORREIAS  E TENSIONADORES  KIA K2500
140023,JOGO DE  BRONZINA  FIXO(0.25:M.LEVE) K2500
140024,JOGO DE  BRONZINA  BIELA(0.50:M.LEVE) K2500
140025,EIXO  COMANDO(500)(24 K2500
140026,OLEO  LUBRIF(GL4)(90)(T 4)LUBRAX(0100204 None
140027,CEBOLINHA  SENSORA  TEMPERATURA(PLU ELET)KOMBI
140028,RESERVATORIO  AGUA  RADIADOR(F421)V KOMBI/GOLF/AUDI
140029,ADITIVO  RADIADOR  TROPI(LONGLIFE T- 5)ROSA-RADNAQ
140030,FILTRO OLEO  LUBR(OC250:M.LEV GOL/PARATI
140031,OLEO  ESSENCIAL(LT)(SJ  20W- 50)(01000314)LUBR None
140032,TAMPA RADIADOR  RESERV(10315)GOL None
140033,JUNTA CABEÇOTE  MLS(82333FLEX;SA AT
140034,BOMBA  CENTRIFUGA  DANCOR CP-4R -  1/2CV (220V) -  10733114
140035,BOMBA  CENTRIFUGA  DANCOR CP-6R  1CV (220V) -  10409063
140036,UNIAO AQUATH  28MM TIGRE
140037,UNIAO AQUATH  22MM TIGRE
140038,CHAVE BOIA 16A  250V 3121 FAME
140039,EXTENS P-MANG  LED 127V
140040,RESINA ACR  TEMPO 900ML
140041,TOM 2P 10A CZ  1417 FAME(F.L)
140042,RODO PLASTICO  60CM PLASTGRAN
140043,SACO ALVEJ  CUIABA 38X65
140044,LIMPA PISOS  IGUACU 1LT
140045,LUVA PRESSAO  FLEX 25 TIGRE
140046,LAMP LED 3U 12W  E27 6K MB4861- 5020 MB
140047,MANGUEIRA 2  FIOS LED BRANCO  LEITOSO
140048,TORN TANQ-JARD  BICO 1153 C34  LORENZETTI
140049,FITA ISOL ANTI- CHAMA 10M TIGRE
140050,RELE FOTOC FIO  BIV 1000W 315- 316 PW
140051,CORREIA  DENTADA P/  FRD1000  (630MMX5.5MMX4M None
140052,SENSOR DE  ACIONAMENTO DO  DATADOR P/  FRD1000 - SF150
140053,SENSOR DE  ACIONAMENTO DO  DATADOR P/  FRD1000 - SF150
140054,FONTE DE  ENTRADA PARA  FRD1000/SF150 -  220V
140055,SENSOR DE  ACIONAMENTO DO  DATADOR P/  FRD1000 - SF150
140056,FONTE DO  DATADOR PARA  FRD1000 (BIVOLT)
140057,4 - CONECTOR  PARA FITA  ELETRICA 3  SAIDAS  ELETROFITAS -
140058,3 - FITA ELETRICA  2 PISTAS 15A 750V  ELETROFITAS -  EF9X2
140059,CABO COAX 67%  RCG6
140060,CABO COAX 67%  RCG6
140061,SOQUETE PORC  GU10
140062,BARRA DIREÇÃO  VW KOMBI
140063,CHAPA GALV  LAMBRI 2 X 110
140064,JUNTA ACO
140065,CONJUNTO  ELEMENTO FI
140066,ELEMENTO FILTRO  DE A
140067,JUNTA BUJAO  CARTER
140068,FILTRO DE OLEO
140069,TGMO SNCF 5W30  DRUM
140070,ESQUADRO CB  ALUMI.14=35CM  PREMIUM
140071,NIVEL ALUMINIO  16 40CM  3BOL.THOMP
140072,MANGUEIRA GOG  PT350(3/4)OLEO/G None
140073,PARACHOQUE  DIANTEIRO FIAT  DOBLO 2010/...
000015,DISPLAY
150001,GANCHOS P/  DISPLAY DE  MADEIRA 80CM
150002,DISPLAY C/ 4  CESTOS
150003,GANCHOS P/  DISPLAY DE  MADEIRA 1M
150004,DISPLAY DE  PAREDE
150005,DISPLAY PEQUENO
150006,DISPLAY MEDIO
150007,ADESIVOS P/  DISPLAY 55CM
150008,ADESIVO P/  DISPLAY 70CM
150009,DISPLAY C/ 3  CESTOS E 3  GANCHOS P/  PEIXARIA
150010,DISPLAY C/ 5  CESTOS
150011,GANCHEIRA 0.79 X  0.38 M. C/ 8 G.  AR. 5MM + 6 MM - REFORCADO
150012,EXP. C/ 9  GANCHEIRAS C/ 7  GANCHOS C/ 2  CESTOS 1.75 X  0.70 - REFORCADO
150013,EXP. C/ 9  GANCHEIRAS C/ 5  GANCHOS C/ 2  CESTOS 1.75 X  0.50 M. -  REFORCADO
150014,MASSA ACR  CORAL 18L
150015,GANCHO P/ REGUA  C/ 0.25 M. AR.  6MM - SIMPLES
150016,119 GANCHO P/  TELA 0.15 M. AR.  4MM. -  REFORCADO
